Transition, Time (secs), Satisfiable
transition__S04__a__S05__mediante_met_beginReviewProcess,0.046,false
transition__S06__a__S06__mediante_met_uploadDocuments,0.046,false
transition__S02__a__S01__mediante_met_beginReviewProcess,0.046,false
transition__S04__a__S06__mediante_met_beginReviewProcess,0.046,false
transition__S06__a__S01__mediante_met_shareWithThirdParty,0.031,false
transition__S02__a__S02__mediante_met_beginReviewProcess,0.031,false
transition__S06__a__S02__mediante_met_shareWithThirdParty,0.031,false
transition__S05__a__S01__mediante_met_beginReviewProcess,0.047,false
transition__S02__a__S03__mediante_met_beginReviewProcess,0.047,false
transition__S06__a__S03__mediante_met_shareWithThirdParty,0.031,false
transition__S05__a__S02__mediante_met_beginReviewProcess,0.031,false
transition__S02__a__S04__mediante_met_beginReviewProcess,0.031,false
transition__S06__a__S04__mediante_met_shareWithThirdParty,0.046,false
transition__S05__a__S03__mediante_met_beginReviewProcess,0.031,false
transition__S06__a__S05__mediante_met_shareWithThirdParty,0.015,false
transition__S02__a__S05__mediante_met_beginReviewProcess,0.031,false
transition__S05__a__S04__mediante_met_beginReviewProcess,0.031,false
transition__S06__a__S06__mediante_met_shareWithThirdParty,0.031,false
transition__S02__a__S06__mediante_met_beginReviewProcess,0.046,false
transition__S05__a__S05__mediante_met_beginReviewProcess,0.046,false
transition__S06__a__S01__mediante_met_acceptSharingRequest,0.046,false
transition__S01__a__S01__mediante_met_uploadDocuments,0.046,false
transition__S06__a__S02__mediante_met_acceptSharingRequest,0.015,false
transition__S05__a__S06__mediante_met_beginReviewProcess,0.049,false
transition__S01__a__S02__mediante_met_uploadDocuments,0.033,false
transition__S06__a__S03__mediante_met_acceptSharingRequest,0.033,false
transition__S03__a__S01__mediante_met_uploadDocuments,0.031,false
transition__S01__a__S03__mediante_met_uploadDocuments,0.031,false
transition__S06__a__S04__mediante_met_acceptSharingRequest,0.046,false
transition__S03__a__S02__mediante_met_uploadDocuments,0.046,false
transition__S01__a__S04__mediante_met_uploadDocuments,0.031,false
transition__S06__a__S05__mediante_met_acceptSharingRequest,0.031,false
transition__S01__a__S05__mediante_met_uploadDocuments,0.031,false
transition__S03__a__S03__mediante_met_uploadDocuments,0.046,false
transition__S06__a__S06__mediante_met_acceptSharingRequest,0.046,false
transition__S01__a__S06__mediante_met_uploadDocuments,0.046,false
transition__S03__a__S04__mediante_met_uploadDocuments,0.031,false
transition__S06__a__S01__mediante_met_rejectSharingRequest,0.031,false
transition__S03__a__S05__mediante_met_uploadDocuments,0.031,false
transition__S06__a__S02__mediante_met_rejectSharingRequest,0.031,false
transition__S02__a__S01__mediante_met_uploadDocuments,0.062,false
transition__S03__a__S06__mediante_met_uploadDocuments,0.046,false
transition__S02__a__S02__mediante_met_uploadDocuments,0.015,false
transition__S06__a__S03__mediante_met_rejectSharingRequest,0.046,false
transition__S04__a__S01__mediante_met_uploadDocuments,0.015,false
transition__S02__a__S03__mediante_met_uploadDocuments,0.031,true
transition__S04__a__S02__mediante_met_uploadDocuments,0.046,false
transition__S06__a__S04__mediante_met_rejectSharingRequest,0.046,false
transition__S02__a__S04__mediante_met_uploadDocuments,0.046,false
transition__S04__a__S03__mediante_met_uploadDocuments,0.031,false
transition__S06__a__S05__mediante_met_rejectSharingRequest,0.046,false
transition__S02__a__S05__mediante_met_uploadDocuments,0.031,false
transition__S04__a__S04__mediante_met_uploadDocuments,0.031,false
transition__S06__a__S06__mediante_met_rejectSharingRequest,0.015,false
transition__S02__a__S06__mediante_met_uploadDocuments,0.031,false
transition__S06__a__S01__mediante_met_requestLockerAccess,0.046,false
transition__S04__a__S05__mediante_met_uploadDocuments,0.046,false
transition__S01__a__S01__mediante_met_shareWithThirdParty,0.046,false
transition__S04__a__S06__mediante_met_uploadDocuments,0.031,false
transition__S06__a__S02__mediante_met_requestLockerAccess,0.031,false
transition__S01__a__S02__mediante_met_shareWithThirdParty,0.031,false
transition__S06__a__S03__mediante_met_requestLockerAccess,0.031,false
transition__S01__a__S03__mediante_met_shareWithThirdParty,0.031,false
transition__S05__a__S01__mediante_met_uploadDocuments,0.046,false
transition__S06__a__S04__mediante_met_requestLockerAccess,0.031,false
transition__S01__a__S04__mediante_met_shareWithThirdParty,0.031,false
transition__S05__a__S02__mediante_met_uploadDocuments,0.031,false
transition__S06__a__S05__mediante_met_requestLockerAccess,0.031,false
transition__S01__a__S05__mediante_met_shareWithThirdParty,0.05,false
transition__S06__a__S06__mediante_met_requestLockerAccess,0.034,false
transition__S05__a__S03__mediante_met_uploadDocuments,0.065,false
transition__S06__a__S01__mediante_met_releaseLockerAccess,0.031,false
transition__S01__a__S06__mediante_met_shareWithThirdParty,0.046,false
transition__S05__a__S04__mediante_met_uploadDocuments,0.031,false
transition__S06__a__S02__mediante_met_releaseLockerAccess,0.031,false
transition__S05__a__S05__mediante_met_uploadDocuments,0.031,false
transition__S02__a__S01__mediante_met_shareWithThirdParty,0.046,false
transition__S06__a__S03__mediante_met_releaseLockerAccess,0.046,false
transition__S05__a__S06__mediante_met_uploadDocuments,0.031,false
transition__S02__a__S02__mediante_met_shareWithThirdParty,0.031,false
transition__S03__a__S01__mediante_met_shareWithThirdParty,0.046,false
transition__S06__a__S04__mediante_met_releaseLockerAccess,0.046,false
transition__S02__a__S03__mediante_met_shareWithThirdParty,0.046,false
transition__S06__a__S05__mediante_met_releaseLockerAccess,0.031,false
transition__S03__a__S02__mediante_met_shareWithThirdParty,0.053,false
transition__S02__a__S04__mediante_met_shareWithThirdParty,0.038,false
transition__S06__a__S06__mediante_met_releaseLockerAccess,0.038,false
transition__S02__a__S05__mediante_met_shareWithThirdParty,0.031,false
transition__S03__a__S03__mediante_met_shareWithThirdParty,0.046,false
transition__S02__a__S06__mediante_met_shareWithThirdParty,0.031,false
transition__S06__a__S01__mediante_met_revokeAccessFromThirdParty,0.046,false
transition__S03__a__S04__mediante_met_shareWithThirdParty,0.031,false
transition__S01__a__S01__mediante_met_acceptSharingRequest,0.031,false
transition__S06__a__S02__mediante_met_revokeAccessFromThirdParty,0.062,false
transition__S03__a__S05__mediante_met_shareWithThirdParty,0.046,true
transition__S01__a__S02__mediante_met_acceptSharingRequest,0.046,false
transition__S03__a__S06__mediante_met_shareWithThirdParty,0.031,false
transition__S06__a__S03__mediante_met_revokeAccessFromThirdParty,0.031,false
transition__S01__a__S03__mediante_met_acceptSharingRequest,0.031,false
transition__S04__a__S01__mediante_met_shareWithThirdParty,0.046,false
transition__S06__a__S04__mediante_met_revokeAccessFromThirdParty,0.046,false
transition__S01__a__S04__mediante_met_acceptSharingRequest,0.046,false
transition__S06__a__S05__mediante_met_revokeAccessFromThirdParty,0.031,false
transition__S04__a__S02__mediante_met_shareWithThirdParty,0.046,false
transition__S01__a__S05__mediante_met_acceptSharingRequest,0.046,false
transition__S06__a__S06__mediante_met_revokeAccessFromThirdParty,0.031,false
transition__S04__a__S03__mediante_met_shareWithThirdParty,0.031,false
transition__S01__a__S06__mediante_met_acceptSharingRequest,0.031,false
transition__S06__a__S01__mediante_met_terminate,0.046,false
transition__S04__a__S04__mediante_met_shareWithThirdParty,0.031,false
transition__S06__a__S02__mediante_met_terminate,0.046,false
transition__S02__a__S01__mediante_met_acceptSharingRequest,0.078,false
transition__S04__a__S05__mediante_met_shareWithThirdParty,0.062,false
transition__S06__a__S03__mediante_met_terminate,0.015,false
transition__S02__a__S02__mediante_met_acceptSharingRequest,0.015,false
transition__S04__a__S06__mediante_met_shareWithThirdParty,0.031,false
transition__S02__a__S03__mediante_met_acceptSharingRequest,0.031,false
transition__S06__a__S04__mediante_met_terminate,0.046,false
transition__S05__a__S01__mediante_met_shareWithThirdParty,0.046,false
transition__S06__a__S05__mediante_met_terminate,0.046,false
transition__S02__a__S04__mediante_met_acceptSharingRequest,0.062,false
transition__S05__a__S02__mediante_met_shareWithThirdParty,0.046,false
transition__S06__a__S06__mediante_met_terminate,0.046,false
transition__S02__a__S05__mediante_met_acceptSharingRequest,0.031,false
transition__S05__a__S03__mediante_met_shareWithThirdParty,0.031,false
transition__S02__a__S06__mediante_met_acceptSharingRequest,0.031,false
transition__S05__a__S04__mediante_met_shareWithThirdParty,0.031,false
transition__S01__a__S01__mediante_met_rejectSharingRequest,0.031,false
transition__S05__a__S05__mediante_met_shareWithThirdParty,0.031,false
transition__S05__a__S06__mediante_met_shareWithThirdParty,0.015,false
transition__S01__a__S02__mediante_met_rejectSharingRequest,0.046,false
transition__S03__a__S01__mediante_met_acceptSharingRequest,0.031,false
transition__S01__a__S03__mediante_met_rejectSharingRequest,0.031,false
transition__S03__a__S02__mediante_met_acceptSharingRequest,0.031,false
transition__S03__a__S03__mediante_met_acceptSharingRequest,0.031,false
transition__S01__a__S04__mediante_met_rejectSharingRequest,0.046,false
transition__S03__a__S04__mediante_met_acceptSharingRequest,0.015,false
transition__S01__a__S05__mediante_met_rejectSharingRequest,0.031,false
transition__S03__a__S05__mediante_met_acceptSharingRequest,0.031,false
transition__S01__a__S06__mediante_met_rejectSharingRequest,0.031,false
transition__S03__a__S06__mediante_met_acceptSharingRequest,0.031,false
transition__S02__a__S01__mediante_met_rejectSharingRequest,0.031,false
transition__S04__a__S01__mediante_met_acceptSharingRequest,0.015,false
transition__S02__a__S02__mediante_met_rejectSharingRequest,0.015,false
transition__S04__a__S02__mediante_met_acceptSharingRequest,0.031,false
transition__S04__a__S03__mediante_met_acceptSharingRequest,0.031,false
transition__S02__a__S03__mediante_met_rejectSharingRequest,0.046,false
transition__S04__a__S04__mediante_met_acceptSharingRequest,0.015,false
transition__S02__a__S04__mediante_met_rejectSharingRequest,0.031,false
transition__S04__a__S05__mediante_met_acceptSharingRequest,0.046,true
transition__S02__a__S05__mediante_met_rejectSharingRequest,0.031,false
transition__S04__a__S06__mediante_met_acceptSharingRequest,0.015,false
transition__S02__a__S06__mediante_met_rejectSharingRequest,0.046,false
transition__S05__a__S01__mediante_met_acceptSharingRequest,0.046,false
transition__S01__a__S01__mediante_met_requestLockerAccess,0.031,false
transition__S05__a__S02__mediante_met_acceptSharingRequest,0.031,false
transition__S01__a__S02__mediante_met_requestLockerAccess,0.031,false
transition__S05__a__S03__mediante_met_acceptSharingRequest,0.031,false
transition__S01__a__S03__mediante_met_requestLockerAccess,0.031,false
transition__S05__a__S04__mediante_met_acceptSharingRequest,0.031,false
transition__S05__a__S05__mediante_met_acceptSharingRequest,0.015,false
transition__S01__a__S04__mediante_met_requestLockerAccess,0.031,false
transition__S05__a__S06__mediante_met_acceptSharingRequest,0.015,false
transition__S01__a__S05__mediante_met_requestLockerAccess,0.046,false
transition__S03__a__S01__mediante_met_rejectSharingRequest,0.031,false
transition__S01__a__S06__mediante_met_requestLockerAccess,0.015,false
transition__S03__a__S02__mediante_met_rejectSharingRequest,0.031,false
transition__S02__a__S01__mediante_met_requestLockerAccess,0.031,false
transition__S03__a__S03__mediante_met_rejectSharingRequest,0.031,false
transition__S02__a__S02__mediante_met_requestLockerAccess,0.031,false
transition__S03__a__S04__mediante_met_rejectSharingRequest,0.031,false
transition__S02__a__S03__mediante_met_requestLockerAccess,0.031,false
transition__S03__a__S05__mediante_met_rejectSharingRequest,0.031,false
transition__S02__a__S04__mediante_met_requestLockerAccess,0.046,false
transition__S03__a__S06__mediante_met_rejectSharingRequest,0.046,false
transition__S02__a__S05__mediante_met_requestLockerAccess,0.031,false
transition__S04__a__S01__mediante_met_rejectSharingRequest,0.031,false
transition__S02__a__S06__mediante_met_requestLockerAccess,0.031,false
transition__S04__a__S02__mediante_met_rejectSharingRequest,0.031,false
transition__S01__a__S01__mediante_met_releaseLockerAccess,0.046,false
transition__S04__a__S03__mediante_met_rejectSharingRequest,0.046,true
transition__S01__a__S02__mediante_met_releaseLockerAccess,0.031,false
transition__S01__a__S03__mediante_met_releaseLockerAccess,0.015,false
transition__S04__a__S04__mediante_met_rejectSharingRequest,0.031,false
transition__S04__a__S05__mediante_met_rejectSharingRequest,0.031,false
transition__S01__a__S04__mediante_met_releaseLockerAccess,0.031,false
transition__S04__a__S06__mediante_met_rejectSharingRequest,0.015,false
transition__S01__a__S05__mediante_met_releaseLockerAccess,0.031,false
transition__S05__a__S01__mediante_met_rejectSharingRequest,0.031,false
transition__S01__a__S06__mediante_met_releaseLockerAccess,0.046,false
transition__S05__a__S02__mediante_met_rejectSharingRequest,0.046,false
transition__S05__a__S03__mediante_met_rejectSharingRequest,0.015,false
transition__S02__a__S01__mediante_met_releaseLockerAccess,0.046,false
transition__S05__a__S04__mediante_met_rejectSharingRequest,0.031,false
transition__S02__a__S02__mediante_met_releaseLockerAccess,0.031,false
transition__S05__a__S05__mediante_met_rejectSharingRequest,0.031,false
transition__S02__a__S03__mediante_met_releaseLockerAccess,0.031,false
transition__S05__a__S06__mediante_met_rejectSharingRequest,0.031,false
transition__S02__a__S04__mediante_met_releaseLockerAccess,0.031,false
transition__S03__a__S01__mediante_met_requestLockerAccess,0.031,false
transition__S02__a__S05__mediante_met_releaseLockerAccess,0.031,false
transition__S03__a__S02__mediante_met_requestLockerAccess,0.031,false
transition__S02__a__S06__mediante_met_releaseLockerAccess,0.031,false
transition__S03__a__S03__mediante_met_requestLockerAccess,0.046,false
transition__S01__a__S01__mediante_met_revokeAccessFromThirdParty,0.031,false
transition__S03__a__S04__mediante_met_requestLockerAccess,0.015,true
transition__S01__a__S02__mediante_met_revokeAccessFromThirdParty,0.031,false
transition__S03__a__S05__mediante_met_requestLockerAccess,0.046,false
transition__S01__a__S03__mediante_met_revokeAccessFromThirdParty,0.031,false
transition__S03__a__S06__mediante_met_requestLockerAccess,0.015,false
transition__S01__a__S04__mediante_met_revokeAccessFromThirdParty,0.031,false
transition__S04__a__S01__mediante_met_requestLockerAccess,0.031,false
transition__S04__a__S02__mediante_met_requestLockerAccess,0.015,false
transition__S01__a__S05__mediante_met_revokeAccessFromThirdParty,0.046,false
transition__S04__a__S03__mediante_met_requestLockerAccess,0.031,false
transition__S01__a__S06__mediante_met_revokeAccessFromThirdParty,0.031,false
transition__S02__a__S01__mediante_met_revokeAccessFromThirdParty,0.015,false
transition__S04__a__S04__mediante_met_requestLockerAccess,0.031,false
transition__S04__a__S05__mediante_met_requestLockerAccess,0.015,false
transition__S02__a__S02__mediante_met_revokeAccessFromThirdParty,0.031,false
transition__S04__a__S06__mediante_met_requestLockerAccess,0.031,false
transition__S02__a__S03__mediante_met_revokeAccessFromThirdParty,0.031,false
transition__S05__a__S01__mediante_met_requestLockerAccess,0.015,false
transition__S02__a__S04__mediante_met_revokeAccessFromThirdParty,0.031,false
transition__S05__a__S02__mediante_met_requestLockerAccess,0.046,false
transition__S05__a__S03__mediante_met_requestLockerAccess,0.015,false
transition__S02__a__S05__mediante_met_revokeAccessFromThirdParty,0.046,false
transition__S05__a__S04__mediante_met_requestLockerAccess,0.015,false
transition__S02__a__S06__mediante_met_revokeAccessFromThirdParty,0.015,false
transition__S05__a__S05__mediante_met_requestLockerAccess,0.031,false
transition__S01__a__S01__mediante_met_terminate,0.031,false
transition__S05__a__S06__mediante_met_requestLockerAccess,0.031,false
transition__S03__a__S01__mediante_met_releaseLockerAccess,0.024,false
transition__S01__a__S02__mediante_met_terminate,0.039,false
transition__S03__a__S02__mediante_met_releaseLockerAccess,0.015,false
transition__S01__a__S03__mediante_met_terminate,0.031,false
transition__S03__a__S03__mediante_met_releaseLockerAccess,0.031,false
transition__S03__a__S04__mediante_met_releaseLockerAccess,0.015,false
transition__S01__a__S04__mediante_met_terminate,0.046,false
transition__S03__a__S05__mediante_met_releaseLockerAccess,0.031,false
transition__S01__a__S05__mediante_met_terminate,0.031,false
transition__S03__a__S06__mediante_met_releaseLockerAccess,0.031,false
transition__S01__a__S06__mediante_met_terminate,0.031,false
transition__S04__a__S01__mediante_met_releaseLockerAccess,0.031,false
transition__S02__a__S01__mediante_met_terminate,0.031,false
transition__S04__a__S02__mediante_met_releaseLockerAccess,0.031,false
transition__S02__a__S02__mediante_met_terminate,0.031,false
transition__S04__a__S03__mediante_met_releaseLockerAccess,0.031,false
transition__S02__a__S03__mediante_met_terminate,0.031,false
transition__S04__a__S04__mediante_met_releaseLockerAccess,0.031,false
transition__S02__a__S04__mediante_met_terminate,0.015,false
transition__S04__a__S05__mediante_met_releaseLockerAccess,0.015,false
transition__S02__a__S05__mediante_met_terminate,0.046,false
transition__S04__a__S06__mediante_met_releaseLockerAccess,0.046,false
transition__S05__a__S01__mediante_met_releaseLockerAccess,0.015,false
transition__S02__a__S06__mediante_met_terminate,0.046,false
transition__S05__a__S02__mediante_met_releaseLockerAccess,0.031,false
transition__S05__a__S03__mediante_met_releaseLockerAccess,0.031,true
transition__S05__a__S04__mediante_met_releaseLockerAccess,0.015,false
transition__S05__a__S05__mediante_met_releaseLockerAccess,0.015,false
transition__S05__a__S06__mediante_met_releaseLockerAccess,0.031,false
transition__S03__a__S01__mediante_met_revokeAccessFromThirdParty,0.015,false
transition__S03__a__S02__mediante_met_revokeAccessFromThirdParty,0.015,false
transition__S03__a__S03__mediante_met_revokeAccessFromThirdParty,0.015,false
transition__S03__a__S04__mediante_met_revokeAccessFromThirdParty,0.015,false
transition__S03__a__S05__mediante_met_revokeAccessFromThirdParty,0.031,false
transition__S03__a__S06__mediante_met_revokeAccessFromThirdParty,0.015,false
transition__S04__a__S01__mediante_met_revokeAccessFromThirdParty,0.015,false
transition__S04__a__S02__mediante_met_revokeAccessFromThirdParty,0.015,false
transition__S04__a__S03__mediante_met_revokeAccessFromThirdParty,0.015,false
transition__S04__a__S04__mediante_met_revokeAccessFromThirdParty,0.031,false
transition__S04__a__S05__mediante_met_revokeAccessFromThirdParty,0.015,false
transition__S04__a__S06__mediante_met_revokeAccessFromThirdParty,0.015,false
transition__S05__a__S01__mediante_met_revokeAccessFromThirdParty,0.015,false
transition__S05__a__S02__mediante_met_revokeAccessFromThirdParty,0.015,false
transition__S05__a__S03__mediante_met_revokeAccessFromThirdParty,0.031,true
transition__S05__a__S04__mediante_met_revokeAccessFromThirdParty,0.015,false
transition__S05__a__S05__mediante_met_revokeAccessFromThirdParty,0.015,false
transition__S05__a__S06__mediante_met_revokeAccessFromThirdParty,0.031,false
transition__S03__a__S01__mediante_met_terminate,0.015,false
transition__S03__a__S02__mediante_met_terminate,0.015,false
transition__S03__a__S03__mediante_met_terminate,0.015,false
transition__S03__a__S04__mediante_met_terminate,0.015,false
transition__S03__a__S05__mediante_met_terminate,0.031,false
transition__S03__a__S06__mediante_met_terminate,0.015,true
transition__S04__a__S01__mediante_met_terminate,0.031,false
transition__S04__a__S02__mediante_met_terminate,0.015,false
transition__S04__a__S03__mediante_met_terminate,0.031,false
transition__S04__a__S04__mediante_met_terminate,0.015,false
transition__S04__a__S05__mediante_met_terminate,0.015,false
transition__S04__a__S06__mediante_met_terminate,0.031,true
transition__S05__a__S01__mediante_met_terminate,0.015,false
transition__S05__a__S02__mediante_met_terminate,0.015,false
transition__S05__a__S03__mediante_met_terminate,0.031,false
transition__S05__a__S04__mediante_met_terminate,0.015,false
transition__S05__a__S05__mediante_met_terminate,0.015,false
transition__S05__a__S06__mediante_met_terminate,0.031,true

